Grade,Subject,Standard Code,Category,Subcategory,Description
8,Math,8.F.5,Functions,,"Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally."
8,Math,8.G.1,Geometry,,"Verify experimentally the properties of rotations, reflections, and translations:"
8,Math,8.G.1a,Geometry,,"Lines are taken to lines, and line segments to line segments of the same length."
8,Math,8.G.1b,Geometry,,Angles are taken to angles of the same measure.
8,Math,8.G.1c,Geometry,,Parallel lines are taken to parallel lines.
8,Math,8.G.2,Geometry,,"Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations; given two congruent figures, describe a sequence that exhibits the congruence between them."
8,Math,8.G.3,Geometry,,"Describe the effect of dilations, translations, rotations and reflections on two-dimensional figures using coordinates."
8,Math,8.G.4,Geometry,,"Understand that a two-dimensional figure is similar to another if the second can be obtained from the first by a sequence of rotations, reflections, translations, and dilations; given two similar two-dimensional figures, describe a sequence that exhibits the similarity between them."
8,Math,8.G.5,Geometry,,"Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles. For example, arrange three copies of the same triangle so that the three angles appear to form a line, and give an argument in terms of transversals why this is so."
8,Math,8.G.6,Geometry,,Explain a proof of the Pythagorean Theorem and its converse.
8,Math,8.G.7,Geometry,,Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.
8,Math,8.G.8,Geometry,,Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.
8,Math,8.G.9,Geometry,,"Know the formulas for the volume of cones, cylinders, and spheres and use them to solve real-world and mathematical problems."
8,Math,8.SP.1,Statistics and Probability,,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association."
8,Math,8.SP.2,Statistics and Probability,,"Know that straight lines are widely used to model relationships between two quantitative variables. For scatter plots that suggest a linear association, informally fit a straight line, and informally assess the model fit by judging the closeness of the data points to the line."
8,Math,8.SP.3,Statistics and Probability,,"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept. For example, in a linear model for a biology experiment, interpret a slope of 1.5 cm/hr. as meaning that an additional hour of sunlight each day is associated with an additional 1.5 cm in mature plant height."
8,Math,8.SP.4,Statistics and Probability,,"Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables. For example, collect data from students in your class on whether or not they have a curfew on school nights and whether or not they have assigned chores at home. Is there evidence that those who have a curfew also tend to have chores?"
9-12,Math,N.RN.1,Number and Quantity,The Real Number System,"Explain how the definition of the meaning of rational exponents follows from extending the properties of integer exponents to those values, allowing for a notation for radicals in terms of rational exponents. For example, we define 5^(1/3) to be the cube root of 5 because we want [5^(1/3)]^3 = 5^[(1/3) x 3] to hold, so [5^(1/3)]^3 must equal 5."
9-12,Math,N.RN.2,Number and Quantity,The Real Number System,Rewrite expressions involving radicals and rational exponents using the properties of exponents.
9-12,Math,N.RN.3,Number and Quantity,The Real Number System,Explain why the sum or product of rational numbers is rational; that the sum of a rational number and an irrational number is irrational; and that the product of a nonzero rational number and an irrational number is irrational.
9-12,Math,N.Q.1,Number and Quantity,Quantities,Use units as a way to understand problems and to guide the solution of multi-step problems; choose and interpret units consistently in formulas; choose and interpret the scale and the origin in graphs and data displays.*
9-12,Math,N.Q.2,Number and Quantity,Quantities,Define appropriate quantities for the purpose of descriptive modeling.*
9-12,Math,N.Q.3,Number and Quantity,Quantities,Choose a level of accuracy appropriate to limitations on measurement when reporting quantities.*
9-12,Math,N.CN.1,Number and Quantity,The Complex Number System,"Know there is a complex number i such that i^2 = ?1, and every complex number has the form a + bi with a and b real."
9-12,Math,N.CN.2,Number and Quantity,The Complex Number System,"Use the relation i^2 = -1 and the commutative, associative, and distributive properties to add, subtract, and multiply complex numbers."
9-12,Math,N.CN.3,Number and Quantity,The Complex Number System,Find the conjugate of a complex number; use conjugates to find moduli and quotients of complex numbers
9-12,Math,N.CN.4,Number and Quantity,The Complex Number System,"Represent complex numbers on the complex plane in rectangular and polar form (including real and imaginary numbers), and explain why the rectangular and polar forms of a given complex number represent the same number"
9-12,Math,N.CN.5,Number and Quantity,The Complex Number System,"Represent addition, subtraction, multiplication, and conjugation of complex numbers geometrically on the complex plane; use properties of this representation for computation. For example, (-1 + &radic;3i)^3 = 8 because (-1 + &radic;3i) has modulus 2 and argument 120&deg;"
9-12,Math,N.CN.6,Number and Quantity,The Complex Number System,"Calculate the distance between numbers in the complex plane as the modulus of the difference, and the midpoint of a segment as the average of the numbers at its endpoints"
9-12,Math,N.CN.7,Number and Quantity,The Complex Number System,Solve quadratic equations with real coefficients that have complex solutions.
9-12,Math,N.CN.8,Number and Quantity,The Complex Number System,"Extend polynomial identities to the complex numbers. For example, rewrite x^2 + 4 as (x + 2i)(x - 2i)"
9-12,Math,N.CN.9,Number and Quantity,The Complex Number System,Know the Fundamental Theorem of Algebra; show that it is true for quadratic polynomials
9-12,Math,N.VM.1,Number and Quantity,Vector and Matrix Quantities,"Recognize vector quantities as having both magnitude and direction. Represent vector quantities by directed line segments, and use appropriate symbols for vectors and their magnitudes (e.g., v(bold), |v|, ||v||, v(not bold))"
9-12,Math,N.VM.2,Number and Quantity,Vector and Matrix Quantities,Find the components of a vector by subtracting the coordinates of an initial point from the coordinates of a terminal point
9-12,Math,N.VM.3,Number and Quantity,Vector and Matrix Quantities,Solve problems involving velocity and other quantities that can be represented by vectors
9-12,Math,N.VM.4,Number and Quantity,Vector and Matrix Quantities,Add and subtract vectors.
9-12,Math,N.VM.4a,Number and Quantity,Vector and Matrix Quantities,"Add vectors end-to-end, component-wise, and by the parallelogram rule. Understand that the magnitude of a sum of two vectors is typically not the sum of the magnitudes"
9-12,Math,N.VM.4b,Number and Quantity,Vector and Matrix Quantities,"Given two vectors in magnitude and direction form, determine the magnitude and direction of their sum"
9-12,Math,N.VM.4c,Number and Quantity,Vector and Matrix Quantities,"Understand vector subtraction v - w as v + (-w), where (-w) is the additive inverse of w, with the same magnitude as w and pointing in the opposite direction. Represent vector subtraction graphically by connecting the tips in the appropriate order, and perform vector subtraction component-wise"
9-12,Math,N.VM.5,Number and Quantity,Vector and Matrix Quantities,Multiply a vector by a scalar
9-12,Math,N.VM.5a,Number and Quantity,Vector and Matrix Quantities,"Represent scalar multiplication graphically by scaling vectors and possibly reversing their direction; perform scalar multiplication component-wise, e.g., as c(v(sub x), v(sub y)) = (cv(sub x), cv(sub y))"
9-12,Math,N.VM.5b,Number and Quantity,Vector and Matrix Quantities,"Compute the magnitude of a scalar multiple cv using ||cv|| = |c|v. Compute the direction of cv knowing that when |c|v ? 0, the direction of cv is either along v (for c > 0) or against v (for c < 0)"
9-12,Math,N.VM.6,Number and Quantity,Vector and Matrix Quantities,"Use matrices to represent and manipulate data, e.g., to represent payoffs or incidence relationships in a network"
9-12,Math,N.VM.7,Number and Quantity,Vector and Matrix Quantities,"Multiply matrices by scalars to produce new matrices, e.g., as when all of the payoffs in a game are doubled"
9-12,Math,N.VM.8,Number and Quantity,Vector and Matrix Quantities,"Add, subtract, and multiply matrices of appropriate dimensions"
9-12,Math,N.VM.9,Number and Quantity,Vector and Matrix Quantities,"Understand that, unlike multiplication of numbers, matrix multiplication for square matrices is not a commutative operation, but still satisfies the associative and distributive properties"
9-12,Math,N.VM.10,Number and Quantity,Vector and Matrix Quantities,Understand that the zero and identity matrices play a role in matrix addition and multiplication similar to the role of 0 and 1 in the real numbers. The determinant of a square matrix is nonzero if and only if the matrix has a multiplicative inverse
9-12,Math,N.VM.11,Number and Quantity,Vector and Matrix Quantities,Multiply a vector (regarded as a matrix with one column) by a matrix of suitable dimensions to produce another vector. Work with matrices as transformations of vectors
9-12,Math,N.VM.12,Number and Quantity,Vector and Matrix Quantities,"Work with 2 X 2 matrices as transformations of the plane, and interpret the absolute value of the determinant in terms of area"
9-12,Math,A.SSE.1,Algebra,Seeing Structure in Expressions,Interpret expressions that represent a quantity in terms of its context.*
9-12,Math,A.SSE.1a,Algebra,Seeing Structure in Expressions,"Interpret parts of an expression, such as terms, factors, and coefficients.*"
9-12,Math,A.SSE.1b,Algebra,Seeing Structure in Expressions,"Interpret complicated expressions by viewing one or more of their parts as a single entity. For example, interpret P(1+r)^n as the product of P and a factor not depending on P.*"
